	AveExpr	Coef	t	P.value	P.value.adj	Results
AT1G20330.1	6.83308	-0.596136	-0.02143	0.51766451	0.99999982	0
AT1G20340.1	12.63007	-0.959353	-4.25684	0.00125989	0.091305178	0
AT1G20440.1	7.18005	-0.851756	-0.60639	0.28559325	0.99999982	0
AT1G20450.1	5.71689	-1.163702	-0.22335	0.67332646	0.99999982	0
AT1G20510.1	6.35149	-1.17934	-0.63361	0.31929204	0.99999982	0
AT1G20620.1	8.24932	-2.159668	-0.38001	0.61952802	0.99999982	0
AT1G20630.1	6.24456	-0.691319	-0.10412	0.58246756	0.99999982	0
AT1G20693.1	4.77297	-2.214706	-0.67201	0.40003461	0.99999982	0
AT1G20780.1	5.97289	1.041667	0.71654	0.2630892	0.99999982	0
AT1G20970.1	6.35324	1.126158	0.97644	0.18525809	0.997399338	0
AT1G20980.1	6.95888	1.036287	1.31943	0.11169299	0.932681877	0
AT1G21065.1	7.00867	-0.149527	0	0.89190668	0.99999982	0
AT1G21130.1	8.16506	-1.375151	-2.19768	0.02918717	0.648488867	0
AT1G21250.1	8.13248	1.341342	3.34839	0.00476702	0.204498511	0
AT1G21270.1	6.88089	1.317152	1.4807	0.0899777	0.915267873	0
AT1G21310.1	7.40856	0.258414	0	0.82386658	0.99999982	0
AT1G21500.1	7.64183	0.049599	0	0.97320129	0.99999982	0
AT1G21580.1	6.57323	-0.417058	0	0.68592328	0.99999982	0
AT1G21680.1	7.92937	-0.632348	-0.12287	0.45894235	0.99999982	0
AT1G21910.1	7.21671	-0.451446	0	0.65164609	0.99999982	0
AT1G22190.1	7.28211	0.539852	0	0.56050409	0.99999982	0
AT1G22410.1	6.75122	-0.184365	0	0.85870385	0.99999982	0
AT1G22530.1	6.81106	0.771556	0.51535	0.31246059	0.99999982	0
AT1G22710.1	7.81332	-0.411678	0	0.70070649	0.99999982	0
AT1G22850.1	7.48429	-0.434098	0	0.66153956	0.99999982	0
AT1G22882.1	6.56273	0.657523	0.16468	0.44734626	0.99999982	0
AT1G22930.1	6.44482	-1.411525	-0.25925	0.67482511	0.99999982	0
AT1G23030.1	6.32322	1.516936	1.7706	0.05834735	0.847671437	0
AT1G23130.1	9.33826	-0.046718	0	0.99073655	0.99999982	0
AT1G23290.1	6.56297	0.097399	0	0.93484331	0.99999982	0
AT1G23310.1	11.98114	-0.01874	0	0.99995026	0.99999982	0
AT1G23390.1	8.02929	0.233051	0	0.90081423	0.99999982	0
AT1G23490.1	7.30362	-0.071978	0	0.95280223	0.99999982	0
AT1G23740.1	7.09572	-0.813808	-0.3423	0.4044702	0.99999982	0
AT1G23820.1	6.16038	-0.00817	0	0.99365218	0.99999982	0
AT1G23870.1	6.73433	-0.682708	-0.12669	0.51981249	0.99999982	0
AT1G24147.1	6.38997	0.820141	0.43056	0.35479858	0.99999982	0
AT1G24170.1	6.84716	1.078523	0.94761	0.19100687	0.99999982	0
AT1G25098.2	5.63772	-3.434786	-1.3181	0.16051695	0.969051794	0
AT1G25440.1	7.22642	-2.048378	-1.48206	0.10127335	0.915267873	0
AT1G25490.1	5.93848	0.665633	0.0856	0.57674694	0.99999982	0
AT1G25550.1	7.09681	-0.104141	0	0.93746104	0.99999982	0
AT1G25560.1	6.61902	-0.333668	0	0.75792954	0.99999982	0
AT1G26150.1	6.83549	-0.515441	0	0.5912108	0.99999982	0
AT1G26270.1	7.10999	-0.386244	0	0.70287078	0.99999982	0
AT1G26580.1	6.7989	0.117271	0	0.92528353	0.99999982	0
AT1G26630.1	8.45322	-0.261439	0	0.90474166	0.99999982	0
AT1G26880.1	6.46047	-0.637151	-0.07212	0.53619653	0.99999982	0
AT1G27090.1	6.63176	-1.480913	-0.87842	0.24012084	0.99999982	0
AT1G27100.1	7.44523	-0.887977	-0.67967	0.2626524	0.99999982	0
AT1G27320.1	5.84373	0.68214	0.12185	0.52755636	0.99999982	0
AT1G27400.1	6.15614	0.540514	0	0.56951086	0.99999982	0
AT1G27540.1	5.41917	-3.100093	-0.60387	0.48152022	0.99999982	0
AT1G27730.1	7.48867	0.455044	0	0.67576081	0.99999982	0
AT1G27770.1	5.93215	1.787698	1.03805	0.20085635	0.99999982	0
AT1G28140.1	6.7284	0.035906	0	0.97304199	0.99999982	0
AT1G28380.1	6.95183	-0.293878	0	0.78367149	0.99999982	0
AT1G28600.1	5.54692	-1.592384	-0.51157	0.46097017	0.99999982	0
AT1G29070.1	6.81362	0.217046	0	0.83334324	0.99999982	0
AT1G29340.1	6.89606	-0.905159	-0.47876	0.34976581	0.99999982	0
AT1G29370.1	5.88594	-0.919822	-0.24009	0.56344089	0.99999982	0
AT1G29400.1	6.03332	0.748105	0.25203	0.43955639	0.99999982	0
AT1G29660.1	6.50872	-0.24897	0	0.80808869	0.99999982	0
AT1G29670.1	7.18513	-0.191918	0	0.8589113	0.99999982	0
AT1G29690.1	6.61972	-0.110295	0	0.9147655	0.99999982	0
AT1G29700.1	6.41599	-0.724395	-0.14574	0.54721362	0.99999982	0
AT1G29880.1	6.87324	0.834821	0.65506	0.26775068	0.99999982	0
AT1G29900.1	7.06714	0.616578	0.08251	0.474686	0.99999982	0
AT1G29910.1	13.41267	-0.852108	-3.47261	0.00394057	0.183199147	0
AT1G29920.1	12.96392	-0.311509	0	0.99175693	0.99999982	0
AT1G29930.1	14.51345	-0.333399	0	0.9935658	0.99999982	0
AT1G30120.1	6.28325	-0.068316	0	0.95887788	0.99999982	0
AT1G30230.2	6.54105	-1.041687	-0.13632	0.76729841	0.99999982	0
AT1G30360.1	8.30787	-0.033529	0	0.99212563	0.99999982	0
AT1G30380.1	11.30977	-0.378624	0	0.93151674	0.99999982	0
AT1G30400.1	6.60856	1.452764	1.14852	0.15440676	0.955925245	0
AT1G30580.1	6.57548	0.120414	0	0.91335703	0.99999982	0
AT1G31130.1	7.23073	-1.645846	-2.01032	0.04019982	0.761941282	0
AT1G31330.1	11.81615	-0.790546	-1.96473	0.04177427	0.773403311	0
AT1G31420.1	6.31132	0.845168	0.47789	0.33713855	0.99999982	0
AT1G31540.2	6.97798	1.078684	1.19335	0.13453753	0.950375271	0
AT1G31580.1	7.49036	-5.051278	-2.77352	0.01538834	0.456829744	0
AT1G31730.1	6.17802	1.683245	1.3845	0.11119417	0.932681877	0
AT1G31800.1	6.91422	-0.08109	0	0.93900475	0.99999982	0
AT1G31812.1	7.469	-1.225645	-1.33485	0.11112281	0.932681877	0
AT1G32050.1	5.9804	0.668448	0.11791	0.51101314	0.99999982	0
AT1G32060.1	10.6637	-0.469044	0	0.8075862	0.99999982	0
AT1G32080.1	9.03793	-0.515722	0	0.6038667	0.99999982	0
AT1G32130.1	5.9804	1.787273	1.44274	0.10312605	0.915267873	0
AT1G32160.1	6.27722	0.345768	0	0.72616406	0.99999982	0
AT1G32400.1	6.12174	-0.700817	-0.11387	0.57624968	0.99999982	0
AT1G32470.1	8.9055	-0.402866	0	0.72788457	0.99999982	0
AT1G32500.1	6.08157	0.352984	0	0.73967355	0.99999982	0
AT1G32640.1	5.98616	1.634924	1.25135	0.13658132	0.950375271	0
AT1G32920.1	7.25514	-0.899752	-0.77939	0.23155189	0.99999982	0
AT1G32990.1	7.39211	-1.107341	-1.26057	0.12239376	0.939512061	0
AT1G33120.1	7.53882	-0.482537	0	0.61254491	0.99999982	0
AT1G33140.1	7.58998	-0.182842	0	0.87843952	0.99999982	0
AT1G33240.1	8.12415	-0.615061	-0.08571	0.47114551	0.99999982	0
AT1G33590.1	6.57133	0.885339	0.51591	0.32684608	0.99999982	0
AT1G33680.1	6.34516	-0.377642	0	0.71928718	0.99999982	0
AT1G34000.1	7.14585	-0.763646	-0.41582	0.35058107	0.99999982	0
AT1G34190.1	5.42409	-3.136077	-1.3762	0.14135365	0.953749755	0
AT1G34430.1	6.68015	-0.045569	0	0.96512761	0.99999982	0
AT1G35140.1	7.32905	-0.000125	0	0.99993985	0.99999982	0
AT1G35680.1	7.80031	-0.567494	0	0.52431213	0.99999982	0
AT1G35720.1	6.7069	0.752616	0.40651	0.35288318	0.99999982	0
AT1G36160.1	6.6361	-2.089847	-1.14843	0.1783644	0.997399338	0
AT1G36320.1	6.31132	-0.360286	0	0.73738193	0.99999982	0
AT1G36370.1	6.90765	0.093058	0	0.93097896	0.99999982	0
AT1G36730.1	6.50132	0.833003	0.54518	0.30673611	0.99999982	0
AT1G36732.1	6.50132	0.833003	0.54518	0.30673611	0.99999982	0
AT1G37130.1	11.62078	0.026668	0	0.99996392	0.99999982	0
AT1G41880.1	6.53542	0.088864	0	0.93680473	0.99999982	0
AT1G42550.1	7.77917	-0.427677	0	0.65913283	0.99999982	0
AT1G42960.1	6.66797	-0.285764	0	0.77579183	0.99999982	0
AT1G42970.1	12.03184	0.692578	1.3999	0.09880476	0.915267873	0
AT1G42990.1	6.39398	0.646821	0.10167	0.49872804	0.99999982	0
AT1G43670.1	8.36521	0.009489	0	0.99691128	0.99999982	0
AT1G44446.1	6.39749	0.016528	0	0.9873851	0.99999982	0
AT1G44575.1	10.58395	-0.333255	0	0.90163628	0.99999982	0
AT1G44920.1	5.86224	0.968603	0.45061	0.38384844	0.99999982	0
AT1G45688.1	6.50872	0.012764	0	0.9900585	0.99999982	0
AT1G47128.1	8.98536	-0.299137	0	0.8337242	0.99999982	0
AT1G48030.1	8.29911	0.039231	0	0.98001789	0.99999982	0
AT1G48090.1	7.3899	0.264668	0	0.80374759	0.99999982	0
AT1G48300.1	8.52556	-0.586455	-0.0059	0.49846882	0.99999982	0
AT1G48350.1	7.58015	0.075079	0	0.94718459	0.99999982	0
AT1G48450.1	5.04694	2.347014	1.37831	0.12681504	0.949725432	0
AT1G48920.1	8.15656	-0.208721	0	0.90558128	0.99999982	0
AT1G49240.1	7.37383	0.929117	0.64371	0.2791124	0.99999982	0
AT1G49500.1	7.02785	-3.049987	-1.55925	0.10262096	0.915267873	0
AT1G49750.1	8.06307	-0.942081	-0.79245	0.22949627	0.99999982	0
AT1G49970.1	8.00287	-0.246386	0	0.86384135	0.99999982	0
AT1G50010.1	6.37447	1.238648	1.20851	0.13458438	0.950375271	0
AT1G50020.1	5.23451	1.137013	0.44136	0.43729198	0.99999982	0
AT1G50040.1	6.37372	-0.743135	-0.20383	0.48358352	0.99999982	0
AT1G50200.1	7.72425	-0.289642	0	0.80930575	0.99999982	0
AT1G50250.1	8.9106	-0.061004	0	0.98693071	0.99999982	0
AT1G50320.1	7.60504	0.100492	0	0.93926075	0.99999982	0
AT1G50480.1	7.1906	0.527292	0	0.56705446	0.99999982	0
AT1G50900.1	6.78147	-0.43636	0	0.6512986	0.99999982	0
AT1G50920.1	6.06131	0.612886	0.04203	0.53749	0.99999982	0
AT1G51110.1	6.3859	1.141062	1.04146	0.16912831	0.980546235	0
AT1G51200.1	6.95436	0.027673	0	0.97989503	0.99999982	0
AT1G51400.1	8.66622	-1.775678	-3.38485	0.00456218	0.200736025	0
AT1G51402.1	4.66656	4.217855	3.19505	0.00733429	0.272567338	0
AT1G51500.1	6.21482	-0.684933	-0.11348	0.5491266	0.99999982	0
AT1G51570.1	6.48073	-0.842934	-0.30681	0.44642221	0.99999982	0
AT1G51650.1	6.12174	-0.090795	0	0.93623984	0.99999982	0
AT1G52220.1	5.54516	-2.893845	-0.60013	0.47780034	0.99999982	0
AT1G52230.1	10.02369	-1.197306	-2.89243	0.00963976	0.334540367	0
AT1G52300.1	6.83308	0.417201	0	0.66697545	0.99999982	0
AT1G52510.1	6.8866	-0.678952	-0.21781	0.42549743	0.99999982	0
AT1G52870.2	4.78709	4.585505	3.82352	0.00284127	0.159110947	0
AT1G53210.1	8.09813	-0.479763	0	0.62852027	0.99999982	0
AT1G53230.1	6.60588	-0.036796	0	0.97143453	0.99999982	0
AT1G53240.1	7.63635	-0.758205	-0.45316	0.33469814	0.99999982	0
AT1G53310.1	6.91595	1.115339	1.4588	0.09131656	0.915267873	0
AT1G53430.1	6.38707	-0.262043	0	0.79771572	0.99999982	0
AT1G53750.1	6.76732	0.206645	0	0.85009415	0.99999982	0
AT1G54040.2	10.00327	-1.182618	-1.47296	0.08982491	0.915267873	0
AT1G54270.1	5.6735	-1.661267	-0.30077	0.65896925	0.99999982	0
AT1G54320.1	6.15614	0.754642	0.31676	0.39747799	0.99999982	0
AT1G54350.1	6.17338	0.936092	0.40574	0.40522985	0.99999982	0
AT1G54410.1	10.03741	-1.624789	-4.36435	0.00109053	0.084541325	0
AT1G54500.1	6.84922	-0.870838	-0.41385	0.37807261	0.99999982	0
AT1G54520.1	6.50121	-0.5449	0	0.57447223	0.99999982	0
AT1G54630.1	6.29411	0.786561	0.40658	0.35901789	0.99999982	0
AT1G54780.1	8.80803	0.015762	0	0.99469109	0.99999982	0
AT1G55330.1	6.18624	-1.562941	-0.61452	0.3839259	0.99999982	0
AT1G55450.2	6.38997	0.643987	0.10874	0.48402632	0.99999982	0
AT1G55480.1	8.14297	-0.31296	0	0.76985377	0.99999982	0
AT1G55490.1	7.87047	1.602375	0.89114	0.24400907	0.99999982	0
AT1G55670.1	11.5158	-1.154581	-4.94617	0.00049767	0.049050132	0
AT1G55850.1	6.88133	0.498649	0	0.59505361	0.99999982	0
AT1G56045.1	7.16945	-1.580373	-1.42079	0.10289445	0.915267873	0
AT1G56070.1	9.78113	0.595206	0.05686	0.47806966	0.99999982	0
AT1G56120.1	7.1393	-0.193695	0	0.86773315	0.99999982	0
AT1G56190.1	5.72966	0.599005	0.00733	0.77373683	0.99999982	0
AT1G56280.1	7.53616	0.770702	0.21257	0.49730575	0.99999982	0
AT1G56340.1	6.92757	1.922723	1.52439	0.09235714	0.915267873	0
AT1G56500.1	6.99631	-0.330917	0	0.77204068	0.99999982	0
AT1G56510.1	8.85559	1.752271	5.62758	0.00021361	0.02631715	0
AT1G57660.1	5.1557	0.121674	0	0.95198493	0.99999982	0
AT1G57680.1	6.19273	2.083942	1.26988	0.14536	0.953749755	0
AT1G57860.1	5.36358	-1.198142	-0.25624	0.64030549	0.99999982	0
AT1G57990.1	8.89733	-0.021909	0	0.99418991	0.99999982	0
AT1G58030.1	6.1619	0.098636	0	0.92598781	0.99999982	0
AT1G58080.1	6.81332	-1.176182	-0.89142	0.21282782	0.99999982	0
AT1G58200.1	6.21226	0.657318	0.1012	0.5203695	0.99999982	0
AT1G58290.1	7.75012	0.580771	0	0.50717586	0.99999982	0
AT1G59610.1	6.01481	1.518022	1.35168	0.11355938	0.934381215	0
AT1G59870.1	10.5595	0.910307	1.83681	0.05102096	0.827076619	0
AT1G59900.1	5.95817	0.188347	0	0.87120508	0.99999982	0
AT1G60200.1	7.01875	-0.346854	0	0.72639272	0.99999982	0
AT1G60870.1	6.6642	0.130012	0	0.9003044	0.99999982	0
AT1G60950.1	11.09233	-1.040724	-3.0602	0.00741153	0.272567338	0
AT1G61100.1	8.01466	-0.613814	-0.06682	0.48570747	0.99999982	0
AT1G61190.1	6.2006	1.068406	0.56412	0.33791554	0.99999982	0
AT1G61250.1	6.44223	0.523357	0	0.57253225	0.99999982	0
AT1G61520.1	12.20505	-1.709833	-12.48237	5.5e-07	0.000201185	-1
AT1G61740.1	6.39193	-2.210023	-1.09716	0.19878551	0.99999982	0
AT1G62180.1	6.57067	3.003089	2.16594	0.03625945	0.720794046	0
AT1G62380.1	8.11878	0.846399	0.8548	0.2089727	0.99999982	0
AT1G62390.1	6.89346	-0.251955	0	0.81097897	0.99999982	0
AT1G62750.1	9.65335	0.134547	0	0.97557706	0.99999982	0
AT1G62780.1	6.73215	-0.490963	0	0.60844393	0.99999982	0
AT1G63940.2	5.0165	0.051211	0	0.97948844	0.99999982	0
AT1G64370.1	7.05046	-1.172441	-0.99521	0.18224289	0.997399338	0
AT1G64430.1	6.15991	-2.240397	-1.04093	0.21956423	0.99999982	0
AT1G64510.1	7.64602	0.112555	0	0.9394704	0.99999982	0
AT1G64520.1	5.97408	1.206514	0.99372	0.18421426	0.997399338	0
AT1G64680.1	6.74686	0.438561	0	0.6482668	0.99999982	0
AT1G64720.1	9.83554	-0.297312	0	0.92334552	0.99999982	0
AT1G64860.1	6.41643	-0.176655	0	0.86394054	0.99999982	0
AT1G65010.1	6.58963	-0.160448	0	0.87628301	0.99999982	0
AT1G65260.1	7.27531	-0.932591	-0.81315	0.22286883	0.99999982	0
AT1G65440.1	5.55596	-3.250242	-0.52925	0.53886071	0.99999982	0
AT1G65490.1	6.71215	-0.420475	0	0.66671398	0.99999982	0
AT1G65720.1	7.27343	-0.776984	-0.48435	0.32446596	0.99999982	0
AT1G65930.1	8.7884	-0.064471	0	0.98542374	0.99999982	0
AT1G65960.2	6.475	0.70833	0.12834	0.55740931	0.99999982	0
AT1G66150.1	7.29339	0.296039	0	0.77740224	0.99999982	0
AT1G66180.1	8.38369	-0.711672	-0.32193	0.3828789	0.99999982	0
AT1G66200.3	5.95607	-1.177967	-0.27032	0.61869216	0.99999982	0
AT1G66580.1	6.51221	-1.212303	-0.66537	0.30766977	0.99999982	0
AT1G66670.1	6.85349	-0.277709	0	0.78139862	0.99999982	0
AT1G66880.1	6.26482	0.811108	0.44612	0.34540167	0.99999982	0
AT1G66980.1	5.37089	1.864768	1.17167	0.16377785	0.971308408	0
AT1G67090.1	15.55848	-0.181481	0	0.99999982	0.99999982	0
AT1G67120.1	6.24281	0.053881	0	0.95878397	0.99999982	0
AT1G67230.1	7.63824	-0.210694	0	0.89099755	0.99999982	0
AT1G67280.1	7.98734	-0.993702	-1.13812	0.14438594	0.953749755	0
AT1G67430.1	6.41182	-4.611231	-2.20614	0.03887537	0.742549742	0
AT1G67700.2	6.83397	1.453055	0.98999	0.19867134	0.99999982	0
AT1G67740.1	10.57048	-1.063206	-2.78191	0.01145902	0.361987419	0
AT1G67840.1	6.11389	-0.969256	-0.33562	0.47783577	0.99999982	0
AT1G67865.1	6.58582	-1.999118	-0.98389	0.23060448	0.99999982	0
AT1G67870.1	8.56526	-0.030685	0	0.98933107	0.99999982	0
AT1G68010.2	7.74869	-1.726099	-0.64492	0.381339	0.99999982	0
AT1G68440.1	7.12398	-0.731781	-0.35444	0.37206746	0.99999982	0
AT1G68520.1	8.89596	-0.117245	0	0.96252295	0.99999982	0
AT1G68530.1	7.50049	0.006322	0	0.99627518	0.99999982	0
AT1G68560.1	7.08041	0.368105	0	0.7551675	0.99999982	0
AT1G68590.1	6.58468	2.707151	2.00022	0.04644477	0.817427957	0
AT1G68830.1	6.83563	-0.758553	-0.29579	0.41232276	0.99999982	0
AT1G68840.1	6.51681	-0.050363	0	0.96072608	0.99999982	0
AT1G68890.1	6.12174	-0.019325	0	0.98629933	0.99999982	0
AT1G69410.1	6.4483	-0.056282	0	0.95608215	0.99999982	0
AT1G69620.1	6.87348	-0.144197	0	0.90101416	0.99999982	0
AT1G69830.1	7.3654	-0.901975	-0.55275	0.31291254	0.99999982	0
AT1G69850.1	6.65975	-0.403432	0	0.69206726	0.99999982	0
AT1G69870.1	7.01931	0.371998	0	0.71385177	0.99999982	0
AT1G70160.1	6.82114	-0.252757	0	0.8093297	0.99999982	0
AT1G70200.1	6.30907	-0.994415	-0.4118	0.42008213	0.99999982	0
AT1G70290.1	8.52461	0.132186	0	0.95889326	0.99999982	0
AT1G70320.1	8.00517	0.618649	0.13824	0.44716789	0.99999982	0
AT1G70410.2	5.38115	-0.252865	0	0.90210388	0.99999982	0
AT1G70580.1	5.81445	1.050049	0.38229	0.46308124	0.99999982	0
AT1G70600.1	7.26973	-0.751634	-0.28541	0.4161754	0.99999982	0
AT1G70700.1	5.00269	-2.528075	-0.87129	0.30337086	0.99999982	0
AT1G70760.1	7.83028	0.597006	0.04	0.48653291	0.99999982	0
AT1G70780.1	6.57417	-0.112715	0	0.91721389	0.99999982	0
AT1G70782.1	6.57417	-0.112715	0	0.91721389	0.99999982	0
AT1G70820.1	6.55697	-0.614993	-0.04799	0.52641756	0.99999982	0
AT1G70940.1	7.01889	-0.357887	0	0.71868538	0.99999982	0
AT1G71040.1	6.41672	1.15795	1.06737	0.16341112	0.971308408	0
AT1G71500.1	7.93398	0.898541	1.22976	0.12633557	0.949057425	0
AT1G71880.1	7.37754	0.02856	0	0.98010076	0.99999982	0
AT1G72150.1	9.13936	0.062721	0	0.98621581	0.99999982	0
AT1G72370.1	5.06319	1.491709	0.4189	0.52509804	0.99999982	0
AT1G72430.1	7.59865	-1.273994	-1.53357	0.08255677	0.905091475	0
AT1G72450.1	7.50267	-0.307836	0	0.75969349	0.99999982	0
AT1G72520.1	6.89824	-0.397622	0	0.68820911	0.99999982	0
AT1G72610.1	10.05678	0.160302	0	0.93930858	0.99999982	0
AT1G72710.1	6.60356	0.051637	0	0.9600892	0.99999982	0
AT1G72900.1	6.30808	2.588781	1.955	0.0494212	0.818628167	0
AT1G72910.1	7.00765	0.951282	0.89512	0.20049827	0.99999982	0
AT1G72930.1	8.66436	0.216855	0	0.842242	0.99999982	0
AT1G73030.1	6.39624	-0.404327	0	0.71901772	0.99999982	0
AT1G73060.1	6.71857	-0.091096	0	0.93708374	0.99999982	0
AT1G73110.1	6.56273	0.539657	0	0.56000377	0.99999982	0
AT1G73230.1	6.45231	0.328662	0	0.75313039	0.99999982	0
AT1G73600.2	8.09694	-0.808196	-0.47001	0.33422532	0.99999982	0
AT1G73655.1	7.17357	0.339727	0	0.73854762	0.99999982	0
AT1G73885.1	6.67172	0.544077	0	0.55816588	0.99999982	0
AT1G73990.1	6.4203	-0.205104	0	0.84046962	0.99999982	0
AT1G74050.1	7.51793	-0.566661	0	0.53577986	0.99999982	0
AT1G74230.1	6.72856	-0.25571	0	0.80321992	0.99999982	0
AT1G74260.1	6.26082	0.855681	0.4087	0.37651213	0.99999982	0
AT1G74380.1	6.4668	-0.190268	0	0.85160798	0.99999982	0
AT1G74470.1	10.44228	-0.131963	0	0.99213037	0.99999982	0
AT1G74670.1	7.72379	-1.639786	-2.81319	0.01105217	0.358322955	0
AT1G74730.1	7.56656	0.394664	0	0.69446019	0.99999982	0
AT1G74970.1	7.48276	-0.467217	0	0.63136824	0.99999982	0
AT1G75100.1	6.1619	0.288994	0	0.78348624	0.99999982	0
AT1G75220.1	6.43415	0.51201	0	0.58293715	0.99999982	0
AT1G75280.1	6.68783	1.278507	1.42703	0.09725682	0.915267873	0
AT1G75310.1	6.65413	-0.544553	0	0.5722712	0.99999982	0
AT1G75330.1	6.58356	-0.138303	0	0.90000898	0.99999982	0
AT1G75350.1	7.77556	-1.499759	-2.04293	0.03767089	0.736675138	0
AT1G75460.1	7.22851	-0.169695	0	0.87979893	0.99999982	0
AT1G75500.1	5.09464	-0.051285	0	0.98138877	0.99999982	0
AT1G75660.1	6.09536	2.010704	1.55968	0.08841516	0.915267873	0
AT1G75690.1	7.43414	-0.24764	0	0.83551401	0.99999982	0
AT1G75750.1	6.68393	0.973657	0.46458	0.37603916	0.99999982	0
AT1G75840.1	5.93215	1.248184	0.99681	0.18538988	0.997399338	0
AT1G75950.1	6.36739	0.18467	0	0.85635225	0.99999982	0
AT1G76010.1	7.33306	0.428027	0	0.6597444	0.99999982	0
AT1G76030.1	6.32124	-0.382383	0	0.75217143	0.99999982	0
AT1G76080.1	8.45562	-0.645534	-0.20377	0.42319472	0.99999982	0
AT1G76100.1	7.44998	-0.190447	0	0.86039935	0.99999982	0
AT1G76110.1	6.27466	0.140205	0	0.89394813	0.99999982	0
AT1G76160.1	7.53935	1.293132	1.5074	0.08611783	0.915267873	0
AT1G76200.1	6.57899	-1.058652	-0.609	0.31243671	0.99999982	0
AT1G76450.1	6.58707	-0.469217	0	0.63824309	0.99999982	0
AT1G76490.1	8.41577	-0.214642	0	0.86901194	0.99999982	0
AT1G76730.1	6.26307	0.499081	0	0.61768882	0.99999982	0
AT1G76810.1	7.82104	-0.090837	0	0.95783688	0.99999982	0
AT1G76850.1	5.77492	1.526385	1.03018	0.19011705	0.99999982	0
AT1G76890.2	5.45525	1.391989	0.71644	0.30453328	0.99999982	0
AT1G77180.1	5.04286	-0.262594	0	0.90316796	0.99999982	0
AT1G77490.1	7.59412	-0.142925	0	0.9305773	0.99999982	0
AT1G77760.1	8.71781	-0.447483	0	0.72676274	0.99999982	0
AT1G77940.1	6.69415	0.50972	0	0.59096022	0.99999982	0
AT1G78020.1	6.22233	-1.366162	-0.696	0.3120764	0.99999982	0
AT1G78080.1	6.50514	0.007519	0	0.99420962	0.99999982	0
AT1G78300.1	6.46856	0.631889	0.09759	0.47933311	0.99999982	0
AT1G78370.1	7.74089	0.073461	0	0.95232034	0.99999982	0
AT1G78380.1	8.54081	0.115208	0	0.93667354	0.99999982	0
AT1G78630.1	8.0257	0.241457	0	0.87096055	0.99999982	0
AT1G78820.1	5.9169	0.952665	0.53655	0.32968049	0.99999982	0
AT1G78830.1	8.75616	-0.412203	0	0.78624749	0.99999982	0
AT1G78850.1	7.87344	-0.105881	0	0.95376808	0.99999982	0
AT1G78900.1	8.58678	0.187795	0	0.92562877	0.99999982	0
AT1G78920.1	5.90583	1.547187	1.15576	0.15614529	0.959456349	0
AT1G79040.1	12.97899	-0.390424	0	0.97955759	0.99999982	0
AT1G79230.1	6.04396	0.694907	0.1873	0.45767683	0.99999982	0
AT1G79245.1	9.19185	-0.810477	-1.17343	0.13655114	0.950375271	0
AT1G79340.1	6.80706	0.778762	0.45819	0.33500856	0.99999982	0
AT1G79440.1	6.40813	0.147516	0	0.88465031	0.99999982	0
AT1G79550.1	5.85001	2.823664	1.57936	0.09649795	0.915267873	0
AT1G79560.1	6.60391	-0.165125	0	0.87472851	0.99999982	0
AT1G79600.1	7.16971	-0.221846	0	0.8268136	0.99999982	0
AT1G79750.1	7.57859	0.107202	0	0.92252456	0.99999982	0
AT1G79850.1	8.81474	-0.180524	0	0.91665435	0.99999982	0
AT1G80070.1	8.21887	0.525072	0	0.57887431	0.99999982	0
AT1G80300.1	6.37957	-0.397146	0	0.71600189	0.99999982	0
AT1G80380.2	6.39923	2.489967	1.82708	0.06059526	0.863044573	0
AT1G80440.1	7.11499	-1.512054	-1.31929	0.1194046	0.939512061	0
AT1G80480.1	7.01678	-1.087153	-0.87766	0.21153469	0.99999982	0
AT1G80600.1	6.69415	0.499238	0	0.59853459	0.99999982	0
AT1G80920.1	7.98205	-1.179703	-1.62719	0.07097625	0.892272804	0
AT1G01060.3	5.42641	2.220358	1.2775	0.14712527	0.953749755	0
AT1G01080.1	6.1706	0.423868	0	0.67824351	0.99999982	0
AT1G01100.3	5.56938	-0.84575	-0.10828	0.74227859	0.99999982	0
AT1G01140.1	5.77147	1.58566	1.12901	0.16456085	0.971308408	0
AT1G01320.2	5.50713	0.604127	0.00807	0.81164246	0.99999982	0
AT1G01540.1	6.08182	-1.190522	-0.44229	0.44947255	0.99999982	0
AT1G01550.2	7.16415	-0.577243	0	0.51640488	0.99999982	0
AT1G01620.2	5.59786	3.825501	2.37932	0.02730627	0.628809731	0
AT1G02500.2	6.30423	-1.840144	-0.92876	0.24402176	0.99999982	0
AT1G02840.3	6.1185	1.659265	1.68111	0.06856054	0.888957218	0
AT1G02850.1	5.59407	1.338453	0.7968	0.26129069	0.99999982	0
AT1G02890.2	5.59342	2.003751	1.50953	0.09599597	0.915267873	0
AT1G03630.2	5.94639	1.16334	0.49887	0.39960763	0.99999982	0
AT1G04080.1	5.48296	2.540658	1.70598	0.07492376	0.89484183	0
AT1G04140.1	6.75982	1.094766	1.18538	0.13634089	0.950375271	0
AT1G04300.4	6.69665	-0.806104	-0.38745	0.37383155	0.99999982	0
AT1G04430.2	5.76916	1.820037	1.33439	0.12398206	0.942875878	0
AT1G05570.2	5.75065	1.152062	0.56699	0.35237553	0.99999982	0
AT1G05960.1	5.47466	2.452828	1.64085	0.08264837	0.905091475	0
AT1G06220.1	5.69809	0.248197	0	0.85996655	0.99999982	0
